Sample Name, Varga_handpulled_35.65G
Freq displayed, 3.568, GHz, Power, 20, dBm, 35.65 Ghz, adjusted black knob, disconnected voltmeter
SR850: f = 25 Hz; phase = -84 deg; output = 5 V; sens. = 1 mV; tc = 300 ms; 12dB/oct
Time,Field,X,Y,R,theta
3.801275E+0,-5.036000E+2,-3.457080E-6,-4.172340E-7,3.482167E-6,-1.731183E+2
4.002276E+0,-4.982000E+2,-3.576290E-6,0.000000E+0,3.576290E-6,1.800000E+2
4.201276E+0,-4.936000E+2,-3.874330E-6,5.960500E-7,3.919912E-6,1.712539E+2
4.402279E+0,-4.910000E+2,-4.649190E-6,9.536820E-7,4.745996E-6,1.684078E+2
4.601266E+0,-4.814000E+2,-5.722080E-6,7.748640E-7,5.774306E-6,1.722881E+2
4.802329E+0,-4.784000E+2,-5.424050E-6,5.960500E-7,5.456702E-6,1.737289E+2
5.002261E+0,-4.692000E+2,-5.602870E-6,5.364450E-7,5.628492E-6,1.745309E+2
5.202284E+0,-4.658000E+2,-5.722080E-6,6.556550E-7,5.759521E-6,1.734634E+2
5.401268E+0,-4.568000E+2,-5.424050E-6,-2.384200E-7,5.429287E-6,-1.774831E+2
5.602281E+0,-4.537000E+2,-5.841280E-6,-7.748640E-7,5.892450E-6,-1.724437E+2
5.801268E+0,-4.444000E+2,-6.377730E-6,-1.668940E-6,6.592481E-6,-1.653355E+2
6.002282E+0,-4.415000E+2,-6.377730E-6,-2.563010E-6,6.873461E-6,-1.581064E+2
6.201268E+0,-4.325000E+2,-4.470380E-6,-3.218670E-6,5.508551E-6,-1.442461E+2
6.402284E+0,-4.294000E+2,-4.231960E-6,-1.966970E-6,4.666739E-6,-1.550715E+2
6.601269E+0,-4.243000E+2,-4.470380E-6,-1.549730E-6,4.731380E-6,-1.608803E+2
6.801271E+0,-4.166000E+2,-5.304840E-6,-3.576300E-7,5.316881E-6,-1.761432E+2
7.001269E+0,-4.119000E+2,-4.351170E-6,0.000000E+0,4.351170E-6,1.800000E+2
7.201286E+0,-4.035000E+2,-2.503410E-6,-1.192100E-6,2.772754E-6,-1.545367E+2
7.401274E+0,-3.987000E+2,-3.159060E-6,-1.490120E-6,3.492867E-6,-1.547469E+2
7.601270E+0,-3.934000E+2,-3.278270E-6,-1.907360E-6,3.792766E-6,-1.498083E+2
7.801271E+0,-3.860000E+2,-3.278270E-6,-1.549730E-6,3.626116E-6,-1.546986E+2
8.002279E+0,-3.811000E+2,-3.874330E-6,-1.311310E-6,4.090228E-6,-1.613010E+2
8.201267E+0,-3.732000E+2,-3.635900E-6,-8.940730E-7,3.744214E-6,-1.661850E+2
8.402314E+0,-3.680000E+2,-3.516690E-6,-7.748640E-7,3.601045E-6,-1.675741E+2
8.601267E+0,-3.608000E+2,-4.112750E-6,-7.748640E-7,4.185108E-6,-1.693302E+2
8.801275E+0,-3.559000E+2,-3.874330E-6,-1.072890E-6,4.020140E-6,-1.645214E+2
9.001271E+0,-3.530000E+2,-3.755110E-6,-1.609330E-6,4.085437E-6,-1.568014E+2
9.201269E+0,-3.431000E+2,-3.218670E-6,-6.556550E-7,3.284771E-6,-1.684862E+2
9.401274E+0,-3.396000E+2,-3.397480E-6,1.788150E-7,3.402182E-6,1.769872E+2
9.601272E+0,-3.311000E+2,-3.814730E-6,1.788150E-7,3.818919E-6,1.773162E+2
9.802275E+0,-3.263000E+2,-3.755110E-6,4.172340E-7,3.778219E-6,1.736598E+2
1.000127E+1,-3.233000E+2,-3.755110E-6,4.768410E-7,3.785265E-6,1.727631E+2
1.020128E+1,-3.133000E+2,-3.814730E-6,1.192100E-7,3.816592E-6,1.782101E+2
1.040232E+1,-3.105000E+2,-3.337870E-6,1.788150E-7,3.342656E-6,1.769335E+2
1.060127E+1,-3.006000E+2,-2.503410E-6,-1.192100E-6,2.772754E-6,-1.545367E+2
1.080236E+1,-2.970000E+2,-2.622620E-6,-8.344690E-7,2.752176E-6,-1.623499E+2
1.100127E+1,-2.934000E+2,-2.801430E-6,-1.072890E-6,2.999850E-6,-1.590442E+2
1.120127E+1,-2.838000E+2,-3.457080E-6,5.960510E-8,3.457594E-6,1.790122E+2
1.140128E+1,-2.800000E+2,-3.814730E-6,7.152590E-7,3.881206E-6,1.693804E+2
1.160127E+1,-2.745000E+2,-3.635900E-6,-1.788150E-7,3.640294E-6,-1.771844E+2
1.180128E+1,-2.675000E+2,-3.516690E-6,-2.384200E-6,4.248708E-6,-1.458640E+2
1.200127E+1,-2.624000E+2,-3.695500E-6,-2.563010E-6,4.497304E-6,-1.452568E+2
1.220127E+1,-2.556000E+2,-4.053140E-6,-7.152590E-7,4.115767E-6,-1.699920E+2
1.240128E+1,-2.506000E+2,-4.410770E-6,-4.172340E-7,4.430460E-6,-1.745962E+2
1.260133E+1,-2.435000E+2,-5.066420E-6,-3.576300E-7,5.079027E-6,-1.759623E+2
1.280127E+1,-2.388000E+2,-5.483660E-6,5.960510E-8,5.483984E-6,1.793772E+2
1.300127E+1,-2.321000E+2,-4.947210E-6,4.768410E-7,4.970137E-6,1.744945E+2
1.320141E+1,-2.269000E+2,-5.066420E-6,5.960510E-8,5.066771E-6,1.793260E+2
1.340127E+1,-2.197000E+2,-4.291560E-6,3.576300E-7,4.306435E-6,1.752364E+2
1.360128E+1,-2.137000E+2,-3.814730E-6,2.980250E-7,3.826354E-6,1.755329E+2
1.380128E+1,-2.109000E+2,-3.814730E-6,1.192100E-7,3.816592E-6,1.782101E+2
1.400127E+1,-2.009000E+2,-3.039850E-6,-1.370910E-6,3.334679E-6,-1.557256E+2
1.420127E+1,-1.974000E+2,-3.039850E-6,-9.536820E-7,3.185937E-6,-1.625820E+2
1.440127E+1,-1.887000E+2,-2.205390E-6,-5.364450E-7,2.269696E-6,-1.663287E+2
1.460129E+1,-1.856000E+2,-3.099460E-6,-1.072890E-6,3.279900E-6,-1.609065E+2
1.480224E+1,-1.757000E+2,-3.516690E-6,-1.728540E-6,3.918540E-6,-1.538247E+2
1.500232E+1,-1.720000E+2,-3.159060E-6,-1.907360E-6,3.690214E-6,-1.488775E+2
1.520127E+1,-1.686000E+2,-3.516690E-6,-2.145780E-6,4.119646E-6,-1.486097E+2
1.540127E+1,-1.585000E+2,-4.470380E-6,-1.788150E-7,4.473955E-6,-1.777094E+2
1.560228E+1,-1.557000E+2,-4.410770E-6,2.980250E-7,4.420827E-6,1.761345E+2
1.580132E+1,-1.508000E+2,-3.933940E-6,5.960510E-8,3.934392E-6,1.791320E+2
1.600127E+1,-1.423000E+2,-4.053140E-6,1.728540E-6,4.406336E-6,1.569032E+2
1.620127E+1,-1.380000E+2,-3.576290E-6,1.609330E-6,3.921708E-6,1.557723E+2
1.640127E+1,-1.287000E+2,-3.278270E-6,1.192100E-6,3.488288E-6,1.600169E+2
1.660128E+1,-1.253000E+2,-3.337870E-6,1.430520E-6,3.631496E-6,1.568014E+2
1.680228E+1,-1.201000E+2,-2.980250E-6,1.311310E-6,3.255983E-6,1.562505E+2
1.700127E+1,-1.124000E+2,-2.622620E-6,1.609330E-6,3.077024E-6,1.484653E+2
1.720232E+1,-1.076000E+2,-2.622620E-6,9.536820E-7,2.790635E-6,1.600169E+2
1.740127E+1,-9.970000E+1,-3.516690E-6,7.748640E-7,3.601045E-6,1.675741E+2
1.760231E+1,-9.470000E+1,-3.933940E-6,6.556550E-7,3.988204E-6,1.705377E+2
1.780129E+1,-8.760000E+1,-5.066420E-6,5.960500E-7,5.101361E-6,1.732902E+2
1.800231E+1,-8.250000E+1,-5.543260E-6,7.748640E-7,5.597155E-6,1.720425E+2
1.820127E+1,-7.940000E+1,-5.722080E-6,9.536820E-7,5.801009E-6,1.705377E+2
1.840227E+1,-6.990000E+1,-4.589590E-6,6.556550E-7,4.636186E-6,1.718699E+2
1.860127E+1,-6.610000E+1,-4.589590E-6,5.960500E-7,4.628133E-6,1.726004E+2
1.880227E+1,-5.770000E+1,-2.622620E-6,2.980250E-7,2.639499E-6,1.735169E+2
1.900129E+1,-5.440000E+1,-1.370910E-6,-5.364450E-7,1.472130E-6,-1.586293E+2
1.920127E+1,-4.560000E+1,5.304840E-6,-1.907360E-6,5.637318E-6,-1.977609E+1
1.940227E+1,-4.270000E+1,9.357990E-6,-2.622620E-6,9.718545E-6,-1.565577E+1
1.960132E+1,-3.250000E+1,1.227860E-5,-1.609330E-6,1.238362E-5,-7.467072E+0
1.980127E+1,-2.880000E+1,1.168260E-5,-2.324600E-6,1.191163E-5,-1.125371E+1
2.000127E+1,-2.430000E+1,1.078850E-5,-2.801430E-6,1.114629E-5,-1.455641E+1
2.020127E+1,-1.510000E+1,7.689060E-6,-2.145780E-6,7.982858E-6,-1.559278E+1
2.040231E+1,-1.070000E+1,6.020100E-6,-1.072890E-6,6.114957E-6,-1.010504E+1
2.060128E+1,-7.000000E+0,4.828010E-6,-4.172340E-7,4.846005E-6,-4.939199E+0
2.080127E+1,2.800000E+0,1.847750E-6,1.788150E-7,1.856382E-6,5.527555E+0
2.100128E+1,5.800000E+0,5.364450E-7,-2.980250E-7,6.136710E-7,-2.905460E+1
2.120127E+1,1.460000E+1,-1.847750E-6,-1.192100E-7,1.851592E-6,-1.763086E+2
2.140128E+1,1.800000E+1,-3.218670E-6,-7.748640E-7,3.310627E-6,-1.664642E+2
2.160228E+1,2.630000E+1,-4.291560E-6,-1.072890E-6,4.423639E-6,-1.659638E+2
2.180127E+1,3.030000E+1,-5.066420E-6,-1.370910E-6,5.248619E-6,-1.648591E+2
2.200228E+1,3.800000E+1,-9.179170E-6,0.000000E+0,9.179170E-6,1.800000E+2
2.220127E+1,4.240000E+1,-1.209980E-5,4.172340E-7,1.210699E-5,1.780251E+2
2.240227E+1,4.980000E+1,-1.424560E-5,7.152590E-7,1.426354E-5,1.771256E+2
2.260124E+1,5.480000E+1,-1.227860E-5,1.132500E-6,1.233072E-5,1.747303E+2
2.280227E+1,6.180000E+1,-6.258520E-6,1.609330E-6,6.462122E-6,1.655793E+2
2.300127E+1,6.710000E+1,-3.933940E-6,1.311310E-6,4.146736E-6,1.615651E+2
2.320228E+1,7.030000E+1,-2.145780E-6,6.556550E-7,2.243715E-6,1.630092E+2
2.340127E+1,7.950000E+1,1.132500E-6,3.576300E-7,1.187626E-6,1.752550E+1
2.360128E+1,8.380000E+1,2.145780E-6,2.384200E-7,2.158985E-6,6.340192E+0
2.380128E+1,9.190000E+1,2.622620E-6,6.556550E-7,2.703335E-6,1.403624E+1
2.400228E+1,9.550000E+1,3.218670E-6,8.344690E-7,3.325083E-6,1.453444E+1
2.420127E+1,1.045000E+2,3.993540E-6,4.768410E-7,4.021907E-6,6.809056E+0
2.440227E+1,1.091000E+2,3.397480E-6,4.172340E-7,3.423004E-6,7.001261E+0
2.460127E+1,1.128000E+2,3.218670E-6,1.788150E-7,3.223633E-6,3.179830E+0
2.480127E+1,1.208000E+2,2.324600E-6,-6.556550E-7,2.415295E-6,-1.575114E+1
2.500128E+1,1.252000E+2,1.668940E-6,-1.251700E-6,2.086172E-6,-3.686979E+1
2.520250E+1,1.344000E+2,1.251700E-6,-1.132500E-6,1.687990E-6,-4.213784E+1
2.540127E+1,1.379000E+2,1.966970E-6,-1.251700E-6,2.331464E-6,-3.247102E+1
2.560228E+1,1.436000E+2,2.861040E-6,-1.192100E-6,3.099460E-6,-2.261987E+1
2.580127E+1,1.510000E+2,3.635900E-6,1.013290E-6,3.774457E-6,1.557264E+1
2.600227E+1,1.560000E+2,3.397480E-6,9.536820E-7,3.528793E-6,1.567958E+1
2.620127E+1,1.630000E+2,2.503410E-6,-1.192100E-7,2.506247E-6,-2.726311E+0
2.640228E+1,1.680000E+2,2.622620E-6,5.960510E-8,2.623297E-6,1.301955E+0
2.660127E+1,1.752000E+2,2.145780E-6,4.768410E-7,2.198124E-6,1.252883E+1
2.680227E+1,1.808000E+2,1.847750E-6,-5.960510E-8,1.848711E-6,-1.847618E+0
2.700127E+1,1.851000E+2,1.788150E-6,-4.172340E-7,1.836182E-6,-1.313399E+1
2.720228E+1,1.944000E+2,1.847750E-6,-1.966970E-6,2.698731E-6,-4.679006E+1
2.740227E+1,1.984000E+2,2.324600E-6,-1.609330E-6,2.827315E-6,-3.469501E+1
2.760138E+1,2.057000E+2,2.861040E-6,-1.370910E-6,3.172530E-6,-2.560211E+1
2.780127E+1,2.100000E+2,3.218670E-6,-1.013290E-6,3.374403E-6,-1.747486E+1
2.800127E+1,2.189000E+2,3.755110E-6,4.768410E-7,3.785265E-6,7.236947E+0
2.820128E+1,2.230000E+2,4.231960E-6,1.013290E-6,4.351579E-6,1.346526E+1
2.840228E+1,2.262000E+2,4.947210E-6,1.132500E-6,5.075179E-6,1.289381E+1
2.860127E+1,2.364000E+2,5.364450E-6,1.192100E-6,5.495309E-6,1.252881E+1
2.880235E+1,2.392000E+2,5.543260E-6,7.152590E-7,5.589215E-6,7.352376E+0
2.900227E+1,2.492000E+2,5.424050E-6,1.788150E-7,5.426997E-6,1.888190E+0
2.920127E+1,2.525000E+2,5.006820E-6,0.000000E+0,5.006820E-6,0.000000E+0
2.940127E+1,2.570000E+2,4.589590E-6,-5.364450E-7,4.620834E-6,-6.666653E+0
2.960232E+1,2.660000E+2,5.126030E-6,-5.960500E-7,5.160568E-6,-6.632515E+0
2.980127E+1,2.704000E+2,4.231960E-6,5.960500E-7,4.273729E-6,8.017084E+0
3.000228E+1,2.743000E+2,3.695500E-6,5.960500E-7,3.743260E-6,9.162372E+0
3.020127E+1,2.819000E+2,4.231960E-6,-5.364450E-7,4.265825E-6,-7.224307E+0
3.040228E+1,2.865000E+2,4.231960E-6,-4.172340E-7,4.252478E-6,-5.630663E+0
3.060127E+1,2.939000E+2,3.457080E-6,-4.768410E-7,3.489811E-6,-7.853352E+0
3.080232E+1,2.990000E+2,3.159060E-6,1.788150E-7,3.164117E-6,3.239705E+0
3.100127E+1,3.071000E+2,1.847750E-6,0.000000E+0,1.847750E-6,0.000000E+0
3.120127E+1,3.115000E+2,1.013290E-6,-2.384200E-7,1.040961E-6,-1.324046E+1
3.140127E+1,3.191000E+2,1.907360E-6,4.172340E-7,1.952462E-6,1.233906E+1
3.160230E+1,3.239000E+2,2.384200E-6,5.960510E-8,2.384945E-6,1.432099E+0
3.180128E+1,3.312000E+2,4.291560E-6,-1.549730E-6,4.562801E-6,-1.985521E+1
3.200227E+1,3.363000E+2,5.364450E-6,-1.668940E-6,5.618068E-6,-1.728150E+1
3.220127E+1,3.431000E+2,4.947210E-6,-2.384200E-7,4.952952E-6,-2.759110E+0
3.240128E+1,3.481000E+2,4.231960E-6,5.960510E-8,4.232380E-6,8.069299E-1
3.260127E+1,3.513000E+2,3.159060E-6,5.960500E-7,3.214799E-6,1.068493E+1
3.280227E+1,3.609000E+2,2.741830E-6,1.788150E-7,2.747655E-6,3.731397E+0
3.300129E+1,3.647000E+2,2.563010E-6,6.556550E-7,2.645544E-6,1.434936E+1
3.320127E+1,3.735000E+2,2.563010E-6,1.072890E-6,2.778509E-6,2.271445E+1
3.340133E+1,3.786000E+2,2.980250E-6,9.536820E-7,3.129121E-6,1.774471E+1
3.360228E+1,3.815000E+2,2.741830E-6,1.132500E-6,2.966511E-6,2.244284E+1
3.380230E+1,3.907000E+2,2.563010E-6,1.311310E-6,2.878985E-6,2.709560E+1
3.400126E+1,3.991000E+2,2.145780E-6,3.576300E-7,2.175378E-6,9.462322E+0
3.420127E+1,4.026000E+2,2.205390E-6,1.788150E-7,2.212627E-6,4.635453E+0
3.440227E+1,4.062000E+2,2.682220E-6,-9.536820E-7,2.846720E-6,-1.957320E+1
3.460231E+1,4.145000E+2,2.264990E-6,-1.668940E-6,2.813457E-6,-3.638435E+1
3.480127E+1,4.186000E+2,2.384200E-6,-2.026570E-6,3.129121E-6,-4.036454E+1
3.500127E+1,4.262000E+2,3.099460E-6,-2.145780E-6,3.769751E-6,-3.469515E+1
3.520231E+1,4.311000E+2,4.112750E-6,-8.344690E-7,4.196552E-6,-1.146950E+1
3.540127E+1,4.397000E+2,4.172350E-6,-8.940730E-7,4.267068E-6,-1.209473E+1
3.560127E+1,4.435000E+2,4.172350E-6,-1.013290E-6,4.293630E-6,-1.365048E+1
3.580127E+1,4.512000E+2,4.053140E-6,5.960510E-8,4.053578E-6,8.425257E-1
3.600227E+1,4.555000E+2,4.589590E-6,1.788150E-7,4.593072E-6,2.231172E+0
3.620128E+1,4.630000E+2,4.291560E-6,-7.152590E-7,4.350757E-6,-9.462309E+0
3.640123E+1,4.679000E+2,4.231960E-6,-9.536820E-7,4.338087E-6,-1.269960E+1
3.660127E+1,4.753000E+2,3.576290E-6,-1.192100E-6,3.769742E-6,-1.843500E+1
3.680228E+1,4.805000E+2,4.172350E-6,-6.556550E-7,4.223552E-6,-8.930590E+0
3.700127E+1,4.855000E+2,4.410770E-6,-4.768410E-7,4.436470E-6,-6.170188E+0
3.720127E+1,4.931000E+2,3.933940E-6,-8.344690E-7,4.021470E-6,-1.197609E+1
3.740127E+1,4.989000E+2,2.920640E-6,-8.344690E-7,3.037512E-6,-1.594540E+1
3.760227E+1,5.059000E+2,3.397480E-6,0.000000E+0,3.397480E-6,0.000000E+0
3.780128E+1,5.109000E+2,3.397480E-6,4.768410E-7,3.430779E-6,7.989355E+0
3.800127E+1,5.138000E+2,3.218670E-6,7.748640E-7,3.310627E-6,1.353584E+1
3.820127E+1,5.241000E+2,4.649190E-6,1.192100E-7,4.650718E-6,1.468801E+0
3.840228E+1,5.270000E+2,5.304840E-6,2.980250E-7,5.313205E-6,3.215487E+0
3.860228E+1,5.361000E+2,4.529980E-6,-1.430520E-6,4.750485E-6,-1.752557E+1
3.880124E+1,5.391000E+2,3.814730E-6,-1.966970E-6,4.291985E-6,-2.727676E+1
3.900224E+1,5.495000E+2,3.099460E-6,-1.907360E-6,3.639323E-6,-3.160750E+1
3.920124E+1,5.524000E+2,2.920640E-6,-1.847750E-6,3.456055E-6,-3.231959E+1
3.940126E+1,5.570000E+2,3.159060E-6,-2.205390E-6,3.852714E-6,-3.491951E+1
3.960232E+1,5.647000E+2,4.649190E-6,-2.443800E-6,5.252345E-6,-2.772821E+1
3.980123E+1,5.696000E+2,5.126030E-6,-2.086180E-6,5.534287E-6,-2.214523E+1
4.000124E+1,5.769000E+2,4.589590E-6,-2.980250E-7,4.599256E-6,-3.715285E+0
4.020123E+1,5.821000E+2,4.947210E-6,2.384200E-7,4.952952E-6,2.759110E+0
4.040224E+1,5.888000E+2,4.410770E-6,-1.370910E-6,4.618905E-6,-1.726575E+1
4.060123E+1,5.936000E+2,3.516690E-6,-2.086180E-6,4.088919E-6,-3.067738E+1
4.080127E+1,6.007000E+2,3.218670E-6,-1.847750E-6,3.711336E-6,-2.985895E+1
4.100127E+1,6.069000E+2,3.218670E-6,-1.728540E-6,3.653449E-6,-2.823738E+1
4.120227E+1,6.106000E+2,3.695500E-6,-1.490120E-6,3.984618E-6,-2.196055E+1
4.140133E+1,6.196000E+2,3.337870E-6,-1.847750E-6,3.815174E-6,-2.896767E+1
4.160227E+1,6.241000E+2,2.563010E-6,-1.311310E-6,2.878985E-6,-2.709560E+1
4.180126E+1,6.322000E+2,1.788150E-6,-4.172340E-7,1.836182E-6,-1.313399E+1
4.200123E+1,6.372000E+2,2.503410E-6,4.768410E-7,2.548419E-6,1.078432E+1
4.220123E+1,6.403000E+2,3.755110E-6,8.940730E-7,3.860080E-6,1.339249E+1
4.240123E+1,6.501000E+2,3.695500E-6,1.966970E-6,4.186370E-6,2.802463E+1
4.260123E+1,6.537000E+2,3.814730E-6,1.788150E-6,4.213033E-6,2.511478E+1
4.280123E+1,6.626000E+2,4.529980E-6,4.768410E-7,4.555008E-6,6.009019E+0
4.300127E+1,6.672000E+2,4.887610E-6,-4.768410E-7,4.910815E-6,-5.572210E+0
4.320228E+1,6.717000E+2,4.053140E-6,-5.364450E-7,4.088486E-6,-7.539445E+0
4.340127E+1,6.804000E+2,3.755110E-6,-4.172340E-7,3.778219E-6,-6.340185E+0
4.360127E+1,6.848000E+2,2.920640E-6,1.788150E-7,2.926109E-6,3.503538E+0
4.380133E+1,6.886000E+2,2.563010E-6,0.000000E+0,2.563010E-6,0.000000E+0
4.400228E+1,6.981000E+2,3.218670E-6,-4.172340E-7,3.245600E-6,-7.386026E+0
4.420128E+1,7.014000E+2,3.814730E-6,-1.192100E-7,3.816592E-6,-1.789906E+0
4.440227E+1,7.066000E+2,4.529980E-6,-4.768410E-7,4.555008E-6,-6.009019E+0
4.460127E+1,7.146000E+2,4.470380E-6,-1.072890E-6,4.597324E-6,-1.349572E+1
4.480228E+1,7.195000E+2,4.708800E-6,-7.152590E-7,4.762814E-6,-8.637111E+0
4.500127E+1,7.284000E+2,5.483660E-6,4.768410E-7,5.504353E-6,4.969751E+0
4.520230E+1,7.324000E+2,6.198910E-6,3.576300E-7,6.209218E-6,3.301871E+0
4.540132E+1,7.381000E+2,6.794960E-6,2.980250E-7,6.801493E-6,2.511367E+0
4.560227E+1,7.454000E+2,6.139310E-6,0.000000E+0,6.139310E-6,0.000000E+0
4.580127E+1,7.511000E+2,6.198910E-6,-8.344690E-7,6.254824E-6,-7.666808E+0
4.600227E+1,7.587000E+2,4.529980E-6,-1.072890E-6,4.655299E-6,-1.332453E+1
4.620127E+1,7.635000E+2,4.231960E-6,-1.370910E-6,4.448469E-6,-1.794932E+1
4.640228E+1,7.708000E+2,3.814730E-6,-7.748640E-7,3.892631E-6,-1.148195E+1
4.660231E+1,7.760000E+2,3.993540E-6,-7.748640E-7,4.068019E-6,-1.098062E+1
4.680131E+1,7.832000E+2,4.112750E-6,-6.556550E-7,4.164684E-6,-9.057877E+0
4.700127E+1,7.886000E+2,3.814730E-6,-1.192100E-7,3.816592E-6,-1.789906E+0
4.720227E+1,7.959000E+2,2.741830E-6,-5.364450E-7,2.793815E-6,-1.107020E+1
4.740127E+1,8.009000E+2,4.172350E-6,-5.960510E-8,4.172776E-6,-8.184568E-1
4.760232E+1,8.085000E+2,4.887610E-6,2.980250E-7,4.896688E-6,3.489325E+0
4.780130E+1,8.131000E+2,5.126030E-6,7.152590E-7,5.175691E-6,7.943461E+0
4.800127E+1,8.210000E+2,4.887610E-6,-5.960510E-8,4.887973E-6,-6.986956E-1
4.820129E+1,8.250000E+2,4.112750E-6,-5.960500E-7,4.155718E-6,-8.246311E+0
4.840228E+1,8.282000E+2,3.159060E-6,-1.490120E-6,3.492867E-6,-2.525312E+1
4.860127E+1,8.383000E+2,2.920640E-6,-2.026570E-6,3.554873E-6,-3.475596E+1
4.880127E+1,8.412000E+2,3.516690E-6,-1.490120E-6,3.819367E-6,-2.296373E+1
4.900127E+1,8.503000E+2,4.351170E-6,-1.370910E-6,4.562025E-6,-1.748792E+1
4.920127E+1,8.534000E+2,4.649190E-6,-1.370910E-6,4.847098E-6,-1.642925E+1
4.940231E+1,8.622000E+2,4.231960E-6,-7.152590E-7,4.291979E-6,-9.593110E+0
4.960127E+1,8.656000E+2,3.814730E-6,-7.152590E-7,3.881206E-6,-1.061961E+1
4.980127E+1,8.742000E+2,3.695500E-6,-7.152590E-7,3.764082E-6,-1.095408E+1
5.000127E+1,8.782000E+2,3.457080E-6,-7.152590E-7,3.530297E-6,-1.168939E+1
5.020126E+1,8.839000E+2,2.801430E-6,-2.384200E-7,2.811557E-6,-4.864523E+0
5.040127E+1,8.915000E+2,2.920640E-6,-7.748640E-7,3.021680E-6,-1.485862E+1
5.060227E+1,8.968000E+2,3.099460E-6,-4.768410E-7,3.135926E-6,-8.746180E+0
5.080227E+1,9.042000E+2,4.172350E-6,2.980250E-7,4.182980E-6,4.085617E+0
5.100228E+1,9.093000E+2,4.589590E-6,5.960500E-7,4.628133E-6,7.399587E+0
5.100228E+1,9.093000E+2,4.589590E-6,5.960500E-7,5.226915E-6,7.206064E+0
5.140132E+1,9.227000E+2,5.543260E-6,5.364450E-7,5.569157E-6,5.527545E+0
5.160127E+1,9.264000E+2,5.722080E-6,1.192100E-7,5.723322E-6,1.193489E+0
5.180127E+1,9.356000E+2,6.258520E-6,3.576300E-7,6.268730E-6,3.270491E+0
5.200127E+1,9.402000E+2,6.318120E-6,1.132500E-6,6.418816E-6,1.016214E+1
5.220233E+1,9.483000E+2,6.258520E-6,4.768410E-7,6.276659E-6,4.356988E+0
5.240127E+1,9.522000E+2,5.483660E-6,2.980250E-7,5.491753E-6,3.110841E+0
5.260127E+1,9.608000E+2,4.828010E-6,-8.344690E-7,4.899594E-6,-9.806071E+0
5.280128E+1,9.643000E+2,5.126030E-6,-1.192100E-6,5.262821E-6,-1.309189E+1
5.300228E+1,9.731000E+2,3.993540E-6,-9.536820E-7,4.105834E-6,-1.343104E+1
5.320128E+1,9.774000E+2,3.099460E-6,-1.490120E-6,3.439057E-6,-2.567674E+1
5.340123E+1,9.814000E+2,2.861040E-6,-2.205390E-6,3.612381E-6,-3.762630E+1
5.360123E+1,9.895000E+2,2.741830E-6,-2.145780E-6,3.481667E-6,-3.804704E+1
5.380123E+1,9.942000E+2,2.622620E-6,-2.682220E-6,3.751325E-6,-4.564369E+1
5.400225E+1,1.001900E+3,2.443800E-6,-1.549730E-6,2.893756E-6,-3.238073E+1
5.420124E+1,1.007100E+3,2.682220E-6,-4.768410E-7,2.724276E-6,-1.008064E+1
5.440124E+1,1.014600E+3,3.218670E-6,7.748640E-7,3.310627E-6,1.353584E+1
