Sample Name, Varga_5_4_35.65G
Freq displayed, 3.568, GHz, Power, 15, dBm, 35.65 Ghz, adjusted black knob, disconnected voltmeter
SR850: f = 25 Hz; phase = -84 deg; output = 5 V; sens. = 500 uV; tc = 300 ms; 12dB/oct
Time,Field,X,Y,R,theta
5.071444E+0,-4.566000E+2,1.442440E-5,7.450620E-7,1.444363E-5,2.956865E+0
5.272480E+0,-4.469000E+2,1.421580E-5,8.642710E-7,1.424205E-5,3.479101E+0
5.471448E+0,-4.423000E+2,1.463300E-5,5.960500E-7,1.464513E-5,2.332555E+0
5.671444E+0,-4.336000E+2,1.475220E-5,2.026570E-6,1.489075E-5,7.821996E+0
5.871447E+0,-4.296000E+2,1.516940E-5,3.159060E-6,1.549485E-5,1.176383E+1
6.072448E+0,-4.208000E+2,1.567610E-5,2.473610E-6,1.587006E-5,8.967050E+0
6.271443E+0,-4.165000E+2,1.591460E-5,1.579530E-6,1.599279E-5,5.668065E+0
6.471415E+0,-4.088000E+2,1.773250E-5,-3.278270E-7,1.773553E-5,-1.059127E+0
6.671409E+0,-4.041000E+2,1.841800E-5,-6.556550E-7,1.842967E-5,-2.038789E+0
6.871409E+0,-3.971000E+2,1.877560E-5,-1.877550E-6,1.886924E-5,-5.710563E+0
7.071512E+0,-3.921000E+2,2.005710E-5,-2.771630E-6,2.024770E-5,-7.867704E+0
7.272449E+0,-3.842000E+2,1.972930E-5,-2.324600E-6,1.986578E-5,-6.719879E+0
7.471438E+0,-3.798000E+2,2.044450E-5,-9.536820E-7,2.046673E-5,-2.670761E+0
7.672441E+0,-3.753000E+2,2.190480E-5,8.940740E-8,2.190498E-5,2.338592E-1
7.871508E+0,-3.676000E+2,2.354400E-5,-1.788150E-7,2.354468E-5,-4.351490E-1
8.071424E+0,-3.635000E+2,2.369300E-5,3.576300E-7,2.369570E-5,8.647758E-1
8.271446E+0,-3.550000E+2,2.333530E-5,-1.251700E-6,2.336885E-5,-3.070390E+0
8.472445E+0,-3.501000E+2,2.276910E-5,-1.639140E-6,2.282802E-5,-4.117601E+0
8.671445E+0,-3.426000E+2,2.226250E-5,-2.026570E-6,2.235455E-5,-5.201337E+0
8.872445E+0,-3.383000E+2,2.297770E-5,-1.579530E-6,2.303193E-5,-3.932433E+0
9.071450E+0,-3.302000E+2,2.467640E-5,3.576300E-7,2.467899E-5,8.303179E-1
9.271511E+0,-3.265000E+2,2.509370E-5,-4.172340E-7,2.509717E-5,-9.525716E-1
9.471445E+0,-3.231000E+2,2.521290E-5,-5.960500E-7,2.521994E-5,-1.354259E+0
9.671437E+0,-3.134000E+2,2.536190E-5,-1.341110E-6,2.539733E-5,-3.026920E+0
9.871503E+0,-3.098000E+2,2.497450E-5,-1.072890E-6,2.499753E-5,-2.459881E+0
1.007249E+1,-3.049000E+2,2.494470E-5,-1.221900E-6,2.497461E-5,-2.804355E+0
1.027144E+1,-2.975000E+2,2.560030E-5,5.364450E-7,2.560592E-5,1.200437E+0
1.047152E+1,-2.925000E+2,2.652420E-5,5.960500E-7,2.653090E-5,1.287330E+0
1.067141E+1,-2.845000E+2,2.831230E-5,-7.748640E-7,2.832290E-5,-1.567706E+0
1.087144E+1,-2.801000E+2,2.834210E-5,-1.072890E-6,2.836240E-5,-2.167896E+0
1.107141E+1,-2.745000E+2,2.893820E-5,-1.192100E-6,2.896274E-5,-2.358948E+0
1.127140E+1,-2.675000E+2,3.090520E-5,8.344690E-7,3.091646E-5,1.546663E+0
1.147244E+1,-2.624000E+2,3.150130E-5,1.281510E-6,3.152736E-5,2.329575E+0
1.167141E+1,-2.554000E+2,3.144170E-5,7.152590E-7,3.144983E-5,1.303182E+0
1.187145E+1,-2.506000E+2,3.063700E-5,-1.490130E-7,3.063736E-5,-2.786744E-1
1.207144E+1,-2.431000E+2,2.974280E-5,-1.579530E-6,2.978471E-5,-3.039911E+0
1.227144E+1,-2.389000E+2,2.941500E-5,-1.519930E-6,2.945424E-5,-2.957953E+0
1.247151E+1,-2.307000E+2,2.965340E-5,-5.960510E-8,2.965346E-5,-1.151678E-1
1.267144E+1,-2.271000E+2,2.974280E-5,1.013290E-6,2.976006E-5,1.951222E+0
1.287144E+1,-2.184000E+2,3.266360E-5,1.251700E-6,3.268757E-5,2.194555E+0
1.307145E+1,-2.151000E+2,3.412390E-5,1.132500E-6,3.414269E-5,1.900828E+0
1.327144E+1,-2.061000E+2,3.591200E-5,2.026570E-6,3.596914E-5,3.229864E+0
1.347244E+1,-2.014000E+2,3.677630E-5,2.056370E-6,3.683375E-5,3.200397E+0
1.367144E+1,-1.983000E+2,3.746180E-5,1.430520E-6,3.748910E-5,2.186840E+0
1.387244E+1,-1.881000E+2,3.749160E-5,-3.576300E-7,3.749331E-5,-5.465242E-1
1.407245E+1,-1.851000E+2,3.793860E-5,-6.258520E-7,3.794376E-5,-9.450909E-1
1.427144E+1,-1.749000E+2,3.975650E-5,-4.768410E-7,3.975936E-5,-6.871749E-1
1.447147E+1,-1.721000E+2,3.987570E-5,-4.768410E-7,3.987855E-5,-6.851209E-1
1.467141E+1,-1.671000E+2,4.056120E-5,-7.152590E-7,4.056751E-5,-1.010253E+0
1.487147E+1,-1.587000E+2,4.059100E-5,1.788150E-7,4.059139E-5,2.524027E-1
1.507145E+1,-1.545000E+2,4.050160E-5,3.278270E-7,4.050293E-5,4.637519E-1
1.527244E+1,-1.455000E+2,4.139570E-5,-2.682230E-7,4.139657E-5,-3.712422E-1
1.547146E+1,-1.421000E+2,4.279640E-5,-3.576300E-7,4.279789E-5,-4.787836E-1
1.567147E+1,-1.338000E+2,4.458450E-5,-1.132500E-6,4.459888E-5,-1.455069E+0
1.587145E+1,-1.299000E+2,4.625340E-5,-1.877550E-6,4.629149E-5,-2.324514E+0
1.607140E+1,-1.250000E+2,4.738590E-5,-1.996770E-6,4.742795E-5,-2.412930E+0
1.627144E+1,-1.176000E+2,4.830980E-5,-1.490120E-6,4.833278E-5,-1.766733E+0
1.647144E+1,-1.104000E+2,4.753490E-5,-3.576300E-7,4.753625E-5,-4.310581E-1
1.667144E+1,-1.053000E+2,4.833960E-5,-1.788150E-7,4.833993E-5,-2.119442E-1
1.687144E+1,-1.015000E+2,4.878660E-5,5.960510E-8,4.878664E-5,7.000117E-2
1.707144E+1,-9.280000E+1,4.732630E-5,8.940730E-7,4.733474E-5,1.082284E+0
1.727244E+1,-8.810000E+1,4.640240E-5,7.450620E-7,4.640838E-5,9.198930E-1
1.747145E+1,-8.360000E+1,4.640240E-5,-2.086170E-7,4.640287E-5,-2.575900E-1
1.767144E+1,-7.390000E+1,4.607460E-5,-3.278270E-7,4.607577E-5,-4.076603E-1
1.787145E+1,-7.060000E+1,4.610440E-5,-5.960510E-8,4.610444E-5,-7.407360E-2
1.807244E+1,-6.200000E+1,4.693890E-5,-8.940740E-8,4.693899E-5,-1.091347E-1
1.827144E+1,-5.910000E+1,4.738590E-5,3.278270E-7,4.738703E-5,3.963796E-1
1.847144E+1,-5.560000E+1,4.792240E-5,2.384200E-7,4.792299E-5,2.850514E-1
1.867244E+1,-4.570000E+1,4.810120E-5,-4.768410E-7,4.810356E-5,-5.679709E-1
1.887244E+1,-4.240000E+1,4.708790E-5,7.748640E-7,4.709428E-5,9.427567E-1
1.907149E+1,-3.420000E+1,4.354140E-5,1.043090E-6,4.355389E-5,1.372331E+0
1.927244E+1,-3.010000E+1,4.056120E-5,7.450620E-7,4.056804E-5,1.052338E+0
1.947145E+1,-2.240000E+1,3.415370E-5,2.503410E-6,3.424533E-5,4.192189E+0
1.967144E+1,-1.780000E+1,3.173970E-5,2.592820E-6,3.184543E-5,4.670129E+0
1.987144E+1,-1.010000E+1,2.402080E-5,1.937170E-6,2.409879E-5,4.610670E+0
2.007244E+1,-6.200000E+0,2.038490E-5,1.847750E-6,2.046847E-5,5.179312E+0
2.027145E+1,1.500000E+0,1.111630E-5,8.940740E-8,1.111666E-5,4.608149E-1
2.047252E+1,6.100000E+0,6.854560E-6,-7.450620E-7,6.894934E-6,-6.203457E+0
2.067249E+1,1.050000E+1,2.235190E-6,-5.066430E-7,2.291890E-6,-1.277124E+1
2.087248E+1,1.940000E+1,-6.169110E-6,-1.311310E-6,6.306937E-6,-1.679998E+2
2.107145E+1,2.370000E+1,-1.123550E-5,-1.549730E-6,1.134187E-5,-1.721467E+2
2.127146E+1,3.120000E+1,-2.029550E-5,-2.354400E-6,2.043161E-5,-1.733829E+2
2.147140E+1,3.880000E+1,-2.890840E-5,-3.188860E-6,2.908375E-5,-1.737052E+2
2.167140E+1,4.370000E+1,-3.308080E-5,-3.486890E-6,3.326406E-5,-1.739829E+2
2.187140E+1,4.790000E+1,-3.615040E-5,-2.622620E-6,3.624541E-5,-1.758506E+2
2.207247E+1,5.610000E+1,-4.091880E-5,-3.278270E-7,4.092011E-5,-1.795410E+2
2.227144E+1,5.960000E+1,-4.261760E-5,8.642710E-7,4.262636E-5,1.788382E+2
2.247140E+1,6.940000E+1,-4.413750E-5,1.132500E-6,4.415203E-5,1.785302E+2
2.267141E+1,7.260000E+1,-4.544880E-5,-7.748640E-7,4.545540E-5,-1.790233E+2
2.287149E+1,7.710000E+1,-4.717730E-5,-2.443800E-6,4.724055E-5,-1.770347E+2
2.307150E+1,8.600000E+1,-4.902510E-5,-6.854570E-7,4.902989E-5,-1.791990E+2
2.327144E+1,9.020000E+1,-4.875680E-5,-1.490120E-6,4.877957E-5,-1.782495E+2
2.347144E+1,9.530000E+1,-4.866740E-5,-2.145780E-6,4.871468E-5,-1.774754E+2
2.367250E+1,1.036000E+2,-4.699850E-5,-1.490120E-6,4.702212E-5,-1.781840E+2
2.387142E+1,1.079000E+2,-4.687930E-5,-1.460320E-6,4.690204E-5,-1.782158E+2
2.407140E+1,1.155000E+2,-4.538920E-5,-4.172340E-7,4.539112E-5,-1.794733E+2
2.427143E+1,1.203000E+2,-4.529980E-5,-7.450620E-7,4.530593E-5,-1.790577E+2
2.447244E+1,1.273000E+2,-4.625340E-5,-9.238760E-7,4.626263E-5,-1.788557E+2
2.467141E+1,1.325000E+2,-4.640240E-5,-3.278270E-7,4.640356E-5,-1.795952E+2
2.487142E+1,1.395000E+2,-4.571700E-5,8.046660E-7,4.572408E-5,1.789916E+2
2.507142E+1,1.445000E+2,-4.553820E-5,1.609330E-6,4.556663E-5,1.779760E+2
2.527245E+1,1.516000E+2,-4.503150E-5,1.162300E-6,4.504650E-5,1.785215E+2
2.547145E+1,1.564000E+2,-4.470370E-5,-5.960510E-8,4.470374E-5,-1.799236E+2
2.567244E+1,1.638000E+2,-4.524020E-5,-4.172340E-7,4.524212E-5,-1.794716E+2
2.587146E+1,1.683000E+2,-4.527000E-5,5.960510E-8,4.527004E-5,1.799246E+2
2.607143E+1,1.714000E+2,-4.446530E-5,-5.960510E-8,4.446534E-5,-1.799232E+2
2.627151E+1,1.816000E+2,-4.288580E-5,3.874320E-7,4.288755E-5,1.794824E+2
2.647244E+1,1.845000E+2,-4.327320E-5,7.450620E-7,4.327961E-5,1.790136E+2
2.667244E+1,1.937000E+2,-4.363080E-5,1.341110E-6,4.365141E-5,1.782394E+2
2.687244E+1,1.965000E+2,-4.261760E-5,2.354400E-6,4.268258E-5,1.768379E+2
2.707144E+1,2.067000E+2,-4.017380E-5,1.490120E-6,4.020143E-5,1.778758E+2
2.727152E+1,2.100000E+2,-3.966710E-5,1.490120E-6,3.969508E-5,1.778487E+2
2.747145E+1,2.142000E+2,-3.901150E-5,2.771630E-6,3.910983E-5,1.759362E+2
2.767140E+1,2.238000E+2,-3.862400E-5,3.904130E-6,3.882081E-5,1.742281E+2
2.787148E+1,2.271000E+2,-3.880290E-5,4.082950E-6,3.901712E-5,1.739933E+2
2.807148E+1,2.373000E+2,-3.775980E-5,2.384200E-6,3.783500E-5,1.763871E+2
2.827153E+1,2.400000E+2,-3.713390E-5,2.354400E-6,3.720846E-5,1.763721E+2
2.847244E+1,2.449000E+2,-3.710410E-5,1.728540E-6,3.714434E-5,1.773327E+2
2.867144E+1,2.522000E+2,-3.796840E-5,1.192100E-6,3.798711E-5,1.782017E+2
2.887244E+1,2.572000E+2,-3.728290E-5,9.238760E-7,3.729435E-5,1.785805E+2
2.907156E+1,2.667000E+2,-3.457090E-5,5.960510E-8,3.457095E-5,1.799012E+2
2.927247E+1,2.701000E+2,-3.436230E-5,-2.086170E-7,3.436293E-5,-1.796522E+2
2.947144E+1,2.787000E+2,-3.355760E-5,1.639140E-6,3.359761E-5,1.772036E+2
2.967151E+1,2.825000E+2,-3.263380E-5,1.847750E-6,3.268607E-5,1.767593E+2
2.987144E+1,2.873000E+2,-3.263380E-5,5.960500E-7,3.263924E-5,1.789536E+2
3.007244E+1,2.951000E+2,-3.284240E-5,1.192100E-6,3.286403E-5,1.779212E+2
3.027144E+1,3.003000E+2,-3.284240E-5,5.662480E-7,3.284728E-5,1.790122E+2
3.047245E+1,3.074000E+2,-3.123310E-5,1.072890E-6,3.125152E-5,1.780326E+2
3.067145E+1,3.127000E+2,-2.971300E-5,7.152590E-7,2.972161E-5,1.786210E+2
3.087244E+1,3.198000E+2,-2.640500E-5,7.152590E-7,2.641469E-5,1.784484E+2
3.107150E+1,3.257000E+2,-2.583870E-5,1.788150E-7,2.583932E-5,1.796035E+2
3.127244E+1,3.290000E+2,-2.637520E-5,1.788150E-7,2.637581E-5,1.796116E+2
3.147143E+1,3.386000E+2,-2.515330E-5,-3.576300E-7,2.515584E-5,-1.791854E+2
3.167145E+1,3.420000E+2,-2.321610E-5,-8.940730E-7,2.323331E-5,-1.777946E+2
3.187143E+1,3.504000E+2,-2.267970E-5,-2.175580E-6,2.278381E-5,-1.745206E+2
3.207141E+1,3.534000E+2,-2.270950E-5,-2.712030E-6,2.287087E-5,-1.731898E+2
3.227141E+1,3.622000E+2,-2.408040E-5,-2.443800E-6,2.420409E-5,-1.742052E+2
3.247144E+1,3.651000E+2,-2.369300E-5,-2.205390E-6,2.379542E-5,-1.746821E+2
3.267141E+1,3.741000E+2,-2.241150E-5,-2.294790E-6,2.252868E-5,-1.741537E+2
3.287151E+1,3.773000E+2,-2.172600E-5,-1.758340E-6,2.179704E-5,-1.753730E+2
3.307140E+1,3.815000E+2,-2.142800E-5,-1.728540E-6,2.149761E-5,-1.753881E+2
3.327248E+1,3.891000E+2,-2.068290E-5,-3.576300E-7,2.068599E-5,-1.790094E+2
3.347144E+1,3.982000E+2,-2.020610E-5,8.344690E-7,2.022332E-5,1.776352E+2
3.367248E+1,4.012000E+2,-2.068290E-5,-8.940740E-8,2.068309E-5,-1.797523E+2
3.387145E+1,4.062000E+2,-2.032530E-5,-2.384200E-7,2.032670E-5,-1.793279E+2
3.407140E+1,4.135000E+2,-2.086170E-5,-4.470370E-7,2.086649E-5,-1.787724E+2
3.427140E+1,4.187000E+2,-2.077230E-5,-1.102690E-6,2.080155E-5,-1.769613E+2
3.447140E+1,4.261000E+2,-2.074250E-5,-5.960500E-7,2.075106E-5,-1.783540E+2
3.467141E+1,4.323000E+2,-2.074250E-5,2.980250E-8,2.074252E-5,1.799177E+2
3.487140E+1,4.395000E+2,-1.975910E-5,-6.854570E-7,1.977099E-5,-1.780132E+2
3.507140E+1,4.443000E+2,-1.883520E-5,-1.251700E-6,1.887675E-5,-1.761980E+2
3.527149E+1,4.517000E+2,-1.773250E-5,-1.609330E-6,1.780538E-5,-1.748143E+2
3.547149E+1,4.559000E+2,-1.713650E-5,-1.609330E-6,1.721190E-5,-1.746350E+2
3.567244E+1,4.589000E+2,-1.597420E-5,-2.056370E-6,1.610602E-5,-1.726646E+2
3.587150E+1,4.692000E+2,-1.513960E-5,-1.668940E-6,1.523131E-5,-1.737093E+2
3.607144E+1,4.721000E+2,-1.379850E-5,-1.102690E-6,1.384249E-5,-1.754310E+2
3.627144E+1,4.822000E+2,-1.350050E-5,-5.960500E-7,1.351365E-5,-1.774720E+2
3.647243E+1,4.856000E+2,-1.329190E-5,1.192100E-7,1.329243E-5,1.794862E+2
3.667150E+1,4.900000E+2,-1.302370E-5,9.238760E-7,1.305643E-5,1.759423E+2
3.687245E+1,4.992000E+2,-1.320250E-5,1.370910E-6,1.327348E-5,1.740718E+2
3.707146E+1,5.037000E+2,-1.284490E-5,1.102690E-6,1.289214E-5,1.750934E+2
3.727150E+1,5.124000E+2,-1.207000E-5,-3.576300E-7,1.207530E-5,-1.783028E+2
3.747162E+1,5.153000E+2,-1.201040E-5,-5.364450E-7,1.202237E-5,-1.774426E+2
3.767144E+1,5.242000E+2,-1.174220E-5,5.960510E-8,1.174235E-5,1.797092E+2
3.787144E+1,5.271000E+2,-1.132490E-5,5.960510E-8,1.132506E-5,1.796984E+2
3.807249E+1,5.359000E+2,-1.171240E-5,-9.536820E-7,1.175116E-5,-1.753450E+2
3.827152E+1,5.390000E+2,-1.165280E-5,-1.162300E-6,1.171062E-5,-1.743039E+2
3.847141E+1,5.475000E+2,-1.180180E-5,-1.251700E-6,1.186799E-5,-1.739458E+2
3.867151E+1,5.511000E+2,-1.195080E-5,-1.698740E-6,1.207093E-5,-1.719099E+2
3.887243E+1,5.561000E+2,-1.144420E-5,-1.609330E-6,1.155680E-5,-1.719953E+2
3.907151E+1,5.635000E+2,-1.078850E-5,-5.662480E-7,1.080335E-5,-1.769955E+2
3.927244E+1,5.691000E+2,-1.063950E-5,-2.384200E-7,1.064217E-5,-1.787163E+2
3.947243E+1,5.763000E+2,-1.111630E-5,1.251700E-6,1.118655E-5,1.735755E+2
3.967250E+1,5.827000E+2,-1.117590E-5,1.847750E-6,1.132762E-5,1.706120E+2
3.987143E+1,5.861000E+2,-1.010300E-5,1.907360E-6,1.028147E-5,1.693089E+2
4.007247E+1,5.942000E+2,-9.507000E-6,1.132500E-6,9.574216E-6,1.732068E+2
4.027149E+1,5.981000E+2,-9.119570E-6,1.013290E-6,9.175691E-6,1.736598E+2
4.047244E+1,6.073000E+2,-8.970560E-6,9.536820E-7,9.021112E-6,1.739315E+2
4.067144E+1,6.109000E+2,-9.179170E-6,1.281510E-6,9.268195E-6,1.720523E+2
4.087147E+1,6.192000E+2,-1.013280E-5,2.205390E-6,1.037002E-5,1.677212E+2
4.107144E+1,6.223000E+2,-9.954030E-6,1.579530E-6,1.007857E-5,1.709833E+2
4.127244E+1,6.267000E+2,-9.745420E-6,1.072890E-6,9.804300E-6,1.737175E+2
4.147144E+1,6.355000E+2,-8.523520E-6,-1.817950E-6,8.715236E-6,-1.679600E+2
4.167245E+1,6.386000E+2,-8.434120E-6,-2.652420E-6,8.841364E-6,-1.625423E+2
4.187140E+1,6.474000E+2,-7.212190E-6,-2.026570E-6,7.491507E-6,-1.643050E+2
4.207140E+1,6.512000E+2,-6.824760E-6,-2.712030E-6,7.343872E-6,-1.583281E+2
4.227144E+1,6.595000E+2,-7.152590E-6,-3.337870E-6,7.893093E-6,-1.549831E+2
4.247247E+1,6.640000E+2,-8.016880E-6,-3.188860E-6,8.627815E-6,-1.583089E+2
4.267144E+1,6.721000E+2,-9.030160E-6,-2.056370E-6,9.261342E-6,-1.671712E+2
4.287244E+1,6.769000E+2,-9.238780E-6,-2.592820E-6,9.595716E-6,-1.643235E+2
4.307244E+1,6.844000E+2,-9.000360E-6,-2.831240E-6,9.435168E-6,-1.625380E+2
4.327244E+1,6.898000E+2,-9.000360E-6,-2.086180E-6,9.238973E-6,-1.669500E+2
4.347144E+1,6.948000E+2,-8.374510E-6,-1.847750E-6,8.575931E-6,-1.675576E+2
4.367141E+1,7.021000E+2,-7.957280E-6,-2.682230E-7,7.961799E-6,-1.780694E+2
4.387145E+1,7.075000E+2,-7.838070E-6,-8.940740E-8,7.838580E-6,-1.793465E+2
4.407147E+1,7.145000E+2,-7.450610E-6,2.384200E-7,7.454424E-6,1.781672E+2
4.427247E+1,7.206000E+2,-6.854560E-6,9.834840E-7,6.924755E-6,1.718350E+2
4.447244E+1,7.237000E+2,-6.914170E-6,1.579530E-6,7.092296E-6,1.671317E+2
4.467151E+1,7.322000E+2,-7.033380E-6,4.768410E-7,7.049526E-6,1.761215E+2
4.487144E+1,7.358000E+2,-6.526740E-6,5.960510E-8,6.527012E-6,1.794768E+2
4.507144E+1,7.448000E+2,-6.228710E-6,-8.046660E-7,6.280471E-6,-1.726389E+2
4.527244E+1,7.481000E+2,-6.049900E-6,-1.400720E-6,6.209936E-6,-1.669641E+2
4.547144E+1,7.573000E+2,-7.540020E-6,-1.758340E-6,7.742329E-6,-1.668732E+2
4.567144E+1,7.603000E+2,-6.765160E-6,-1.877550E-6,7.020868E-6,-1.644890E+2
4.587144E+1,7.695000E+2,-6.943970E-6,-2.264990E-6,7.304033E-6,-1.619347E+2
4.607151E+1,7.726000E+2,-7.331400E-6,-2.443800E-6,7.727974E-6,-1.615651E+2
4.627147E+1,7.829000E+2,-6.973770E-6,-1.758340E-6,7.192025E-6,-1.658486E+2
4.647243E+1,7.860000E+2,-6.943970E-6,-1.370910E-6,7.078002E-6,-1.688320E+2
4.667144E+1,7.951000E+2,-7.033380E-6,-5.960510E-8,7.033633E-6,-1.795145E+2
4.687247E+1,7.980000E+2,-7.271800E-6,-4.470370E-7,7.285528E-6,-1.764821E+2
4.707144E+1,8.070000E+2,-7.599620E-6,-9.238760E-7,7.655571E-6,-1.730686E+2
4.727151E+1,8.101000E+2,-7.391010E-6,-1.579530E-6,7.557906E-6,-1.679368E+2
4.747240E+1,8.188000E+2,-6.377730E-6,-1.221900E-6,6.493726E-6,-1.691542E+2
4.767145E+1,8.224000E+2,-5.900890E-6,-1.013290E-6,5.987258E-6,-1.702563E+2
4.787140E+1,8.310000E+2,-5.602870E-6,-1.043090E-6,5.699139E-6,-1.694539E+2
4.807141E+1,8.350000E+2,-5.960490E-6,-9.536820E-7,6.036303E-6,-1.709097E+2
4.827239E+1,8.428000E+2,-5.394250E-6,-1.639140E-6,5.637793E-6,-1.630977E+2
4.847145E+1,8.474000E+2,-5.453850E-6,-3.039850E-6,6.243810E-6,-1.508657E+2
4.867144E+1,8.519000E+2,-6.258520E-6,-3.844530E-6,7.345031E-6,-1.484381E+2
4.887141E+1,8.599000E+2,-7.122780E-6,-4.857810E-6,8.621619E-6,-1.457056E+2
4.907141E+1,8.637000E+2,-7.182390E-6,-4.798200E-6,8.637676E-6,-1.462551E+2
4.927144E+1,8.723000E+2,-6.943970E-6,-1.758340E-6,7.163133E-6,-1.657903E+2
4.947140E+1,8.773000E+2,-7.659260E-6,-1.698740E-6,7.845380E-6,-1.674948E+2
4.967145E+1,8.801000E+2,-7.838070E-6,-9.238760E-7,7.892331E-6,-1.732775E+2
4.987247E+1,8.906000E+2,-6.526740E-6,9.834840E-7,6.600422E-6,1.714308E+2
5.007144E+1,8.937000E+2,-5.692270E-6,8.344690E-7,5.753110E-6,1.716600E+2
5.027149E+1,9.039000E+2,-4.887610E-6,4.768410E-7,4.910815E-6,1.744278E+2
5.047244E+1,9.069000E+2,-5.334640E-6,4.172340E-7,5.350932E-6,1.755279E+2
5.067244E+1,9.113000E+2,-6.020100E-6,3.874320E-7,6.032554E-6,1.763177E+2
5.087241E+1,9.208000E+2,-6.437330E-6,1.907360E-6,6.713959E-6,1.634956E+2
5.107142E+1,9.244000E+2,-6.377730E-6,9.536820E-7,6.448639E-6,1.714954E+2
5.127140E+1,9.347000E+2,-6.020100E-6,1.192100E-7,6.021280E-6,1.788656E+2
5.147140E+1,9.378000E+2,-5.304840E-6,5.066430E-7,5.328979E-6,1.745445E+2
5.167143E+1,9.433000E+2,-3.844530E-6,9.536820E-7,3.961050E-6,1.660683E+2
5.187140E+1,9.517000E+2,-3.278270E-6,1.162300E-6,3.478217E-6,1.604782E+2
5.207142E+1,9.562000E+2,-3.427280E-6,1.162300E-6,3.619004E-6,1.612666E+2
5.227244E+1,9.639000E+2,-4.589590E-6,1.162300E-6,4.734478E-6,1.657888E+2
5.247145E+1,9.687000E+2,-5.364450E-6,1.341110E-6,5.529548E-6,1.659638E+2
5.267144E+1,9.729000E+2,-5.900890E-6,1.639140E-6,6.124319E-6,1.644759E+2
5.287151E+1,9.815000E+2,-5.394250E-6,1.490120E-6,5.596284E-6,1.645576E+2
5.307144E+1,9.895000E+2,-6.735350E-6,2.026570E-6,7.033628E-6,1.632542E+2
5.327144E+1,9.942000E+2,-6.020100E-6,7.748640E-7,6.069763E-6,1.726656E+2
5.347144E+1,9.990000E+2,-5.513460E-6,5.960510E-8,5.513782E-6,1.793806E+2
5.367151E+1,1.007100E+3,-5.424050E-6,5.960510E-8,5.424377E-6,1.793704E+2
5.387141E+1,1.011000E+3,-5.960490E-6,1.490130E-7,5.962352E-6,1.785679E+2
5.407141E+1,1.019600E+3,-5.364450E-6,-4.768410E-7,5.385601E-6,-1.749204E+2
5.427144E+1,1.024800E+3,-5.126030E-6,-6.258520E-7,5.164095E-6,-1.730390E+2
